gene_id transcript_id K562_1 K562_10 K562_11 K562_12 K562_13 K562_14 K562_15 K562_16 K562_17 K562_18 K562_19 K562_2 K562_20 K562_21 K562_22 K562_23 K562_24 K562_25 K562_26 K562_27 K562_28 K562_29 K562_3 K562_30 K562_31 K562_32 K562_33 K562_34 K562_35 K562_36 K562_37 K562_38 K562_39 K562_4 K562_40 K562_41 K562_42 K562_5 K562_6 K562_7 K562_8 K562_9
ENSG00000128059 ENST00000264220.2_PPAT-001 13.05 18.39 84.79 79.2 33.07 59 145.95 70.68 23.99 89.3 30.92 80.53 101.55 135.53 67.92 84.38 75.65 95.15 31.74 51.57 163.34 54.23 70.63 13.95 97.43 52 62.35 53.19 48.08 75.04 103.05 7.95 76.32 19.44 48.97 82.05 33.06 92.88 85.85 37 61.34 77.76
ENSG00000251339 ENST00000510371.1_RP11-506N2.1-002 0 0 0 0 0 0.49 0.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.39 0 0 0 0 0 0 0.47 0 0 0 1.2 0 0 0
ENSG00000033178 ENST00000322244.5_UBA6-001 35.79 8.09 17.22 53.55 23.2 43.73 29.72 20.79 15.82 35.66 48.95 19.14 61.8 50.38 49.9 24.51 120.27 16.58 38.67 20.03 33.21 44.02 65.83 11.54 25.71 12.83 64.74 18.91 49.07 10.07 56.1 86.13 32.53 59.63 73.08 11.2 33.68 19.82 14.01 28.51 117.89 82.31
ENSG00000132466 ENST00000330838.6_ANKRD17-002 7.28 7.77 19.45 22.76 14.21 23.06 26.71 18.34 24.29 9.64 13.67 15.09 15.74 6.75 15.66 4.35 10.23 21.66 16.53 23.96 14.99 22.31 35.32 8.78 5.54 11.38 36.48 25.9 9.86 21.86 14.79 26.12 34.8 15.12 9.32 24.51 13.31 19 20.06 146.14 13.89 17.93
ENSG00000138757 ENST00000499709.2_G3BP2-015 9.42 0 0 0 5.16 0 3.7 0 7.89 0 6.66 0 0 0 24.65 20.86 0 3.18 0 0 5.16 0 0 0 43.9 0 0 5.55 0 3.35 0 0 0 0 22.69 12.97 11.18 4.74 7.68 0 0 0
ENSG00000138760 ENST00000264896.2_SCARB2-001 8.95 0 80.25 0 10.37 5.52 9.56 0 0 0 0.48 17.13 5.04 0 1.07 40.93 20.24 0.33 49.39 17.18 0 8.49 0 15.54 0 32.5 0 0 3.14 0.32 0.4 18.41 0 0.95 0.32 4.94 75.07 8.46 4.4 28.99 2 10.48
ENSG00000260278 ENST00000564925.1_RP11-109G23.3-001 0 0.14 0 0 0 0 0 0 0 0 0 0 0 0.28 0 0 0 0 21.81 0 0 0 0.44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000152795 ENST00000295470.5_HNRNPDL-001 755.13 542.18 598.94 395.19 383.09 608.3 631.29 786.06 56.49 701.13 212.78 407.2 448.41 540.68 246.91 586.66 261.4 482.33 639.79 589.6 409.86 617.77 855.67 681.73 610.46 1033.77 910.53 294.9 492.33 569.12 420.69 417.74 407.9 142.93 939.65 639.82 821.37 341.51 653.91 326.48 587.36 456.37
ENSG00000163312 ENST00000295488.3_HELQ-001 7.26 4.53 43.72 10.78 27.44 1.07 10.34 3.34 3.71 51.34 23.33 0.32 36.74 22.48 0 43.52 6.61 0.38 13.55 23.64 16.87 1.31 0 9.1 0.81 22.44 3.12 21.41 32.53 0 0 0 2.09 1.03 28.48 0 0 15.48 3.96 0 33.66 0
ENSG00000109339 ENST00000502302.1_MAPK10-018 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000163644 ENST00000295908.7_PPM1K-009 27.85 8.51 2.48 0 1.95 36.31 4.7 42.99 6.01 0 4.68 0.33 0 5.34 40.94 0 0 20.9 0.29 0 1.25 10.42 43.59 42.85 6.75 12.35 1.17 0.19 7.22 0 32.48 0 0.08 1.58 0 8.03 2.43 3.52 0 0.66 0.31 0.08
ENSG00000248511 ENST00000504213.1_RP11-9B6.1-001 0 0.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.99 0
ENSG00000246541 ENST00000501965.2_RP11-363G15.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000249599 ENST00000510795.1_RP11-168E14.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000168785 ENST00000305798.3_TSPAN5-001 0 0.1 0 0.72 0 0 0 0 0 0 0.18 0 0 5.98 0 0.37 0.2 0 0 0 0.14 0 0 0 0 0 0 0 0 0 0 0 0 0.75 0 0.61 0 0 0.16 0 0 0
ENSG00000197894 ENST00000296412.8_ADH5-001 143.78 106.6 176.79 117.87 180.65 128.89 204.52 144.45 154.1 36.47 136.3 134.45 206.95 123.97 34.46 76.4 99.39 56.5 273.35 172.11 177.34 121.02 55.53 117.1 88.29 232.5 285.91 158.91 132.44 43.85 128.06 189.26 158.41 133.15 109.78 71.15 177.44 322.76 110.72 210.86 230.64 128.51
ENSG00000109332 ENST00000338145.3_UBE2D3-006 0 0 0 4.2 0 1.54 0 3.15 12.62 3.6 14.99 0 97.83 0 0 0 5.61 0 0 0 21.22 1.68 0 0 0 0 0 0 0 1.48 0 31.32 0 5.57 0 15.61 0 22.85 2.91 19.27 12.45 0
ENSG00000250522 ENST00000514879.1_AC004066.3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000234492 ENST00000506795.1_RPL34-AS1-002 0 0 0 0 0 0 0 0 0 0 0 0 0.15 0 0 0 0 0 0 0 0.8 0 0 0 0 7.12 2.39 0 1.16 0.14 0.43 0 0.48 1.97 0 0 0 0 0 0 0 0
ENSG00000188517 ENST00000399126.1_COL25A1-002 0 0 0 0 0 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000260526 ENST00000562919.1_RP11-73K9.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.54 0 0
ENSG00000138686 ENST00000264499.4_BBS7-001 22.2 36.78 84.15 25.92 47.42 18.27 45.02 21.24 21.38 6.5 13.29 4.54 48.4 13.68 4.38 0 43.64 11.25 22.92 8.18 28.37 23.89 19.51 16.78 2.11 66.88 28.83 39.97 18.37 1.6 41.8 45.99 46.41 2.19 38.28 21.62 51.13 24.83 8.22 19.79 28.9 0.2
ENSG00000170917 ENST00000304430.5_NUDT6-001 22.53 7.57 12.65 0 13.84 16.23 23.35 3.65 17.36 1.5 2.43 0 32.36 21.19 5.94 3.76 12.9 0 22.61 2.12 22.68 2.22 0 4.24 0.08 3.02 36.93 0.77 0 1.56 0 2.49 2.13 5.76 2.36 6.53 22.91 8.08 11.52 17.55 39.94 6.48
ENSG00000246876 ENST00000500092.2_RP11-519M16.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000250241 ENST00000505289.1_RP11-9G1.3-001 0 0 0 0 0 0 0 0 0 0 0 0.13 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18 0 0 0 0 0 0.18 0 0 0 0 0 0
ENSG00000250326 ENST00000507486.1_RP11-284M14.1-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.2 0 0 0 0 0 0 0 1.07 0 0 2.03 0 0 0 0 0 0
ENSG00000251298 ENST00000508072.1_RP11-425A23.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000109670 ENST00000281708.4_FBXW7-001 0 0 0 0 0 0 0 0 0 0 5.89 0 0 0 0 0 0 0 11.31 0 0 0 0 0 0 0 0 0 0 1.52 0 1.46 0 0 0 0 0 8.34 0 0 0 0
ENSG00000169989 ENST00000304337.2_TIGD4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0.21 0 0 0.21 1.11 0 0
ENSG00000137601 ENST00000439128.2_NEK1-001 5.17 127.32 5.75 48.38 15.17 153.62 18.4 114.8 10.57 0 16.58 20.35 10.43 20.47 23.76 67.77 9.98 60.07 49.97 38.78 8.39 57.25 25.62 9.55 53.69 58.9 47.06 133.21 1.81 2.09 41.52 6.92 15.45 21.34 3.2 13.15 11.55 15.41 8.59 0.89 7.96 5.41
ENSG00000145451 ENST00000274093.3_GLRA3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.07 0 0.06 0 0 0 0.12 0 0 0 0 0 0 0 0 0 0 0.06 0.05 0 0 0 0.11 0.17 0.06 0 0.11
ENSG00000249458 ENST00000510203.1_RP11-624A4.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000251359 ENST00000506413.2_WWC2-AS2-201 0 0 0 0 0 0 0 0 0 0 0 0 0.26 0 0 0 0 0 0 0 0.42 0.25 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0
ENSG00000182552 ENST00000326397.5_RWDD4-001 8.59 0 0 11.67 0 1.34 0 3.97 12.62 17.97 7.24 1.07 51.75 6.77 10.63 44.65 0.5 11.81 51.54 47.67 3.37 0.61 0.34 16.69 9.91 0 33.53 2.77 6.07 0.6 7.47 0.37 8.71 11.15 17.42 7.05 4.92 0 5.9 15.43 1.86 0.37
ENSG00000168310 ENST00000393593.3_IRF2-001 8.47 0 2.71 5.77 5.14 11.08 16.31 8.86 0.18 0 17.59 0.86 12.62 0.56 0 0 8.82 9.18 0 38.37 0.4 7.98 0.22 0 11.23 0 6.84 2.95 3.21 0 3.11 20.19 0 22.74 0 0 0 18.45 0 37.33 17.61 30.51
ENSG00000164305 ENST00000308394.4_CASP3-001 98.5 28.04 85.59 26.89 76.15 43.16 145.58 13.94 15.87 68.03 20.08 91.94 24.7 50.49 48.69 107.31 25.07 35.18 29.49 29.51 91.62 10.18 8.85 8.18 0 10.21 18.67 48.63 71.84 28.88 52.03 7.12 144.73 66.85 0 94.39 48.57 32.34 57.03 54.67 29.96 101.6
ENSG00000109771 ENST00000505916.1_LRP2BP-004 0 0 0 1.75 0.18 0.43 0 0 0 0 0 0 0 0 0 0 0 0.46 0 0 0.4 0.46 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 3.22 3.74 0 0 0 2.14
ENSG00000109775 ENST00000264689.6_UFSP2-001 0 152.2 78.61 79.61 11.17 29.4 112.31 6.37 40.71 43.82 43.23 18.75 134.33 17.84 85.94 70.01 1.02 48.59 0 13.03 64.64 49.56 31.95 0 82.93 61.06 47.4 31.38 39.77 16.71 3.27 41.09 70.31 28.16 93.97 17.55 15.97 15.13 5.77 41.21 36.95 68.21
ENSG00000164366 ENST00000296824.3_CCDC127-001 4.65 0 2.74 1.17 22.16 23.68 3.52 2.38 3.83 2.3 0.18 0.11 8.88 5.23 0.06 4.66 5.55 0.11 8.68 0 0 5.84 0.43 3.01 13.07 0.06 13.11 0 0.05 3.59 3.64 1.6 0.06 12.56 15.07 1.04 3.2 3.08 1.22 0 1.43 4.92
ENSG00000188242 ENST00000342584.3_CTD-2228K2.5-002 35.08 31.62 7.63 18.23 22.23 11.85 0 0.4 0.23 28.58 29.72 6.81 1.2 8.64 7.44 4.44 43.88 0 12.57 1.16 4.65 21.36 8.28 19.49 41.82 0 0 16.25 2.17 12.63 22.76 103.08 0 15.45 0 9.92 1.11 0 14.56 2.37 16.03 2.17
ENSG00000249650 ENST00000506629.1_RP11-310P5.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.93 0 0 0 0 0 0 0 0
ENSG00000185986 ENST00000436493.2_SDHAP3-002 0 0 0 0 0 0 0 15.26 1.64 0 0 0 0 0 0 8.72 1 0 3.23 0.76 5.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.84 0 0 0 0 0.77 0
ENSG00000171421 ENST00000382647.7_MRPL36-003 277.48 140.79 203.45 294.9 350.97 249.2 589.19 326.82 322.5 240.49 207.48 175.25 100.74 375.17 483.5 491.62 447.24 309.28 359.48 222.8 416.36 424.01 337.04 445.07 417.38 291.8 402.67 318.39 263.17 298.91 189.91 166.12 421.26 167.11 507.88 391.94 329.64 212.93 422.73 293.72 412.8 365.22
ENSG00000113430 ENST00000505790.1_IRX4-004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000248973 ENST00000507435.1_RP11-445O3.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000250481 ENST00000509057.1_CTD-2247C11.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000250579 ENST00000512155.1_CTD-2297D10.2-001 0 0 0 0 0 0 0 0 0.51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.16 0 0 0 0
ENSG00000037474 ENST00000264670.6_NSUN2-001 23 40.66 3.24 0 7.17 16 19.48 4.22 0 5.75 8.42 5 3.2 12.4 6.02 27.13 35.18 3 3.88 1.06 3.79 4.62 27.57 0.82 82.33 3.76 13.66 7.36 0 45.78 3.66 0.78 0.96 14.24 0 2.74 17.88 5.4 6.04 49.86 4.14 75.34
ENSG00000249865 ENST00000513219.1_CTD-2296D1.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000112902 ENST00000382496.5_SEMA5A-001 0 0 0.05 0 0 0 0.05 0 0.04 0.06 0 0 0.05 0 0 0 0.05 0.04 0 0 0 0 0 0.05 0 0 0 0 0 0 0.04 0.04 0 0.04 0 0 0 0 0 0.05 0 0.04
ENSG00000150756 ENST00000280330.8_FAM173B-003 0 47.44 53.94 15.5 17.89 78.92 37.85 7.13 8.24 31.07 25.28 9.17 0 11 5.29 13.21 37.79 31.88 112.44 31.77 24.39 15.34 74.12 8.48 0 16.97 1.27 81.5 31.96 29.61 19.31 17.12 56.32 73.72 90.52 14.23 29.35 9.8 39.29 28.49 64.75 39.96
ENSG00000248783 ENST00000502209.2_RP11-308B16.2-001 0 0 0 0 0 0 0 0 1.47 2.59 0 0 0 0 0 0 2.24 12.79 0 0 0 0 0 0 0 0 0 0 0 5.44 0 0 0 1.66 0 0 0 0 0 0 0 0
ENSG00000261360 ENST00000563101.1_CTD-2165H16.4-001 0 0.12 0.21 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0.16 0 0 0 0 0 0 0 1.98 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000154153 ENST00000306320.9_FAM134B-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.69 0 0 0 0 0 0
ENSG00000249359 ENST00000503488.2_RP11-374A4.1-001 0 0 0 0 0 0 0 0 0 0 0.1 0 0.12 0.11 0 0 0 0 0 0.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0.1 0.09 0
ENSG00000251273 ENST00000507600.1_RP11-549K20.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 1.4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000113360 ENST00000504361.1_DROSHA-007 0 4.28 0 0 0.53 0 3.5 7.96 0 2.34 0 0.1 29.52 0 2.26 0 9.92 0 14.07 0 0 0 0 3.28 0 0.82 0 0 0 0 0 0 0 0 0 10.68 0 4.14 16.05 0.15 0 3.7
ENSG00000249572 ENST00000507251.1_CTD-2203K17.1-001 0 0 0 0 0 0 0 9.56 0.92 0 0 0 6.05 0 0 0 0 2.29 0 0 0 0 0 0 0 0 0 0 21.45 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000164187 ENST00000296603.4_LMBRD2-001 0.44 0.99 0 18.1 1.29 1.94 0.13 0.54 2.68 1.62 2.56 0 4.03 5.48 2.25 0 0.08 1.5 0 12.1 0 0.06 0 0 0.36 1.3 0.07 0 0 5.14 0.23 0 2.05 5.01 0.62 0.24 13.66 1.22 0 2.54 1.34 0.12
ENSG00000249740 ENST00000512519.1_CTD-2127H9.1-002 0 0 0 0 0 0 0 0 0.55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000151881 ENST00000397080.3_C5orf28-001 29.93 52.51 36.18 37.77 6.18 49.97 47.89 26.46 0.76 16.81 27.49 0.54 0 23.24 37.79 35.94 0 3.52 0 22 0 7.1 54.67 10.91 0 19.78 24.1 0.41 10.48 36.49 0 36.21 48.12 29.42 64.37 42.96 6.73 1.46 41.15 0 1.88 120.75
ENSG00000172244 ENST00000306862.2_C5orf34-001 33.07 40.43 0.23 0 0 1.78 0.23 27.14 15.84 4.07 69.71 0 4.33 9.45 22.48 1.77 0 0 31.5 0 0 1.17 30.68 14.6 4.89 0 18.06 2.02 25.99 0 16.37 8.74 0.46 8.56 34.88 32.46 1.29 54.85 7.9 0.61 18.63 4.68
ENSG00000251141 ENST00000503179.1_RP11-53O19.1-004 1.5 0.67 0 2.25 0 0 11.41 13.67 0 0 0 2.76 0 9.27 4.41 14.56 0 16.16 0 0 20.68 0 3.92 4.65 0 42.99 33.89 1.01 0 5.61 0 15.43 0 33.73 0 0 0 11.95 0 0 0 0
ENSG00000152669 ENST00000282572.4_CCNO-001 0 0.24 0 0 0 0 0 0.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34 0 0 0 0 0 0 0
ENSG00000067248 ENST00000251636.5_DHX29-001 16.62 118.85 46.01 39.91 8.82 24.81 47.16 40.91 12.09 43.52 27.97 21.25 38.48 0.7 76.32 45.36 9.16 21.22 20.43 44.63 23.36 16.11 23.04 27.35 15.53 42.33 43.53 17.25 15.85 8.19 8.15 32.99 36.77 20.9 10.7 17.38 0.92 2.29 21.55 26.32 16.07 35
ENSG00000134352 ENST00000381298.2_IL6ST-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000049167 ENST00000265038.5_ERCC8-001 0 0 7.47 55.55 47.86 30.62 0 15.49 0.37 0.66 38.3 59.87 0 32.68 0 0 98.96 0 44.2 9.2 4.09 54.6 109.33 16.05 3.45 2.6 48.68 54.43 109.01 3.66 5.11 5.03 2.44 64.75 0 0 44.65 7.94 3.82 14.6 74.08 10.87
ENSG00000086189 ENST00000199320.4_DIMT1-001 38.79 45.5 29.66 55.27 9.29 44.48 83.54 60.13 34.03 54.88 26.9 47 44.45 33.09 30.43 41.9 2.16 20.53 106.21 26.85 64.3 52.67 36.83 43.12 95.45 24.48 93.82 84.09 48.09 21.84 39.88 6.3 32.53 42.46 27.98 31.5 44.29 11.08 42.49 49.31 21.48 44.52
ENSG00000153006 ENST00000495198.2_SREK1IP1-004 79.7 66.56 57.35 91.86 66.45 50.1 67.45 60.19 39.4 74.08 58.99 32.28 85.85 62.04 28.35 76.84 95.51 38.44 81.75 27.85 67.31 26.3 103.07 57.69 91.17 94.4 13.99 72.97 20.53 26.12 44.29 48.62 32.3 20.5 52.39 51.17 33.7 56.71 138.86 99.25 103.61 83.53
ENSG00000123219 ENST00000396679.1_CENPK-001 76.7 188.61 108.85 102.62 25.98 137.83 92.54 74.16 13.63 55.5 88.74 97.56 143.19 81.66 20.61 33.75 155.96 125.69 105.3 58.77 78.59 77.26 78.59 74.74 17.11 106.92 209.27 109.04 121.34 119.23 66.72 138.12 67.53 78.52 71.04 41.76 91.47 73.9 66.43 69.29 82.36 62.5
ENSG00000245556 ENST00000421004.3_CTD-2037K23.2-001 15.81 0 31.9 0.65 35.21 0 73.54 48.87 33.34 3.15 24.62 10.51 29.77 31.14 0 0 35.67 44.3 0 31.65 0 3.67 2.49 3.83 5.29 0 2.42 0 0 8.36 0 76.51 7.1 22.27 0 31.93 0 13.93 0.35 50.66 9.25 40.91
ENSG00000132837 ENST00000518707.1_DMGDH-008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12 0 0 0.89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000177034 ENST00000509852.1_MTX3-001 0 0 0 0 0 0 0 0 0 0 0.12 0 0 0 0 0 0 0 0 0 0.37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1
ENSG00000247572 ENST00000500148.2_CKMT2-AS1-002 0 81.54 0 0 12.87 0.58 15.61 0 17.38 0 9.91 12.59 0 0 0 0 9.5 0.62 7.38 0 0 4.01 0 0 50.07 0 0 15.01 3.41 19.87 0 0 70.89 4.57 25.75 0 17.08 4.65 13.22 0 0 15.63
ENSG00000198677 ENST00000358746.2_TTC37-001 169.97 22.52 54.04 20.86 71.8 43.76 31.53 24.38 93.98 62.37 15.09 20.68 92.16 44.21 79.8 29.92 30.04 51.86 28.36 55.92 19.05 38.04 77.1 58.18 90.59 102.48 60.31 24.03 18.72 27.7 41.12 53.44 56.78 118.12 69.92 64.19 52.51 89.54 36.19 24.67 81.35 15.22
ENSG00000058729 ENST00000283109.3_RIOK2-001 71.33 3.13 58.9 54.19 51.5 44.68 22.12 21.66 3.5 31.67 37.45 9.37 51.95 54 10.76 65.79 66.05 13.33 80.69 4.18 30.35 35.85 80.53 60.35 71.92 133.15 76.96 51.11 73.77 39.64 5.9 63.74 70.88 34.85 1.91 87.53 26.76 74.42 72.03 0.51 32.34 73.95
ENSG00000247877 ENST00000499025.1_CTD-2001C12.1-002 0 0 0 0 0 0 0 0 0 0.49 0 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0 0 0 0 7.79 0 0 0 0 0 0.66
ENSG00000251072 ENST00000509185.2_RP11-434D11.4-001 0 0 0 0 0 0 0 0 0 0.89 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000006837 ENST00000435240.2_CDKL3-202 4.06 0 2.04 0.14 0 0 12.19 0 0 0 6.83 0 7.93 0 6.28 0 3.92 0 0 1.05 0 15.41 0 0 0 0 0 5.35 0.37 1.73 0 0.73 22.11 1.2 0 0 0 0 0 0 11.95 0
ENSG00000171720 ENST00000305264.3_HDAC3-001 16.97 80.45 2.47 62.22 79.12 120.6 67.64 104.99 0 37.03 133.06 8.19 38.7 119.17 75.09 93.24 39.82 84.06 0 42.08 39.55 0.72 63.09 25.09 0.68 201.48 13.31 13.83 23.01 248.34 0.37 14.37 64.65 12.97 12.5 62.85 56.79 6.7 12.96 5.61 31.24 46.85
ENSG00000145817 ENST00000274496.5_YIPF5-001 42.59 10.89 47.7 10.7 34.61 4.85 153.87 52.12 23.47 0 7.25 3.01 77.56 10.31 80.34 105.78 47.82 42.06 30.88 28.21 123.23 12.57 0 31.18 44.96 0 49.04 31.55 44.65 34.63 37.01 39.42 61.94 18.43 29.69 81.04 26.74 32.9 18.92 42.13 55.6 9.36
ENSG00000250343 ENST00000504297.1_CTC-255N20.1-001 0 0 0 0 0 0.62 0.71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.67 0.6 0 0 0 0 0 0 0 0
ENSG00000247199 ENST00000501695.3_RP11-373N22.3-001 0 0 0 0 0 0 0 0 0 0 0 1.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000169247 ENST00000323829.5_SH3TC2-004 0 0.04 0 0 0 0 0 0 0.26 0 0.13 0.1 0 0.23 0 0.14 0 0 0 0 0.14 0 0 0 0 0 0 0.09 0.11 0 0 0 0 0 0 0 0 0 0 0.12 0.11 0
ENSG00000253618 ENST00000521295.1_GRPEL2-AS1-001 0 0 2.34 2.27 0 0 0 0 0 0 0 0 1.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 75.07 0 0 0 0 0 0 0 0 0 0
ENSG00000245275 ENST00000501280.3_SAP30L-AS1-004 0 3.75 0 0 0 0 0 23.13 3.44 0 1.85 0.37 1.13 21.52 0 1.28 0 0 0 3.41 7.39 26.9 0 0 1.72 0 4.88 0 0 0 0.98 0 0 4.58 0 0 0 0 37.31 10.06 0 0
ENSG00000135077 ENST00000524219.1_HAVCR2-007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000039600 ENST00000519442.1_SOX30-004 0 0 0 0 0 0 0 0 0 0.46 0 0 0 0 0 0 0.4 0 0 0 0.28 0 0 0 0 0 0 0 0 0 0 0 0.33 0 0 0 0 0 0 0 0 0
ENSG00000164609 ENST00000521826.1_SLU7-004 0 4.43 27.31 6.68 0 0 0 0 0.94 1.88 0 30.71 25.09 24.35 0 6.19 0 18.13 0 0 0 6.89 15.57 0 8.94 0 0.77 0 0 19.63 14.27 0 9.67 34.8 0 22.56 5.19 7.37 0 42.78 0 16.88
ENSG00000250061 ENST00000458002.2_RP11-541P9.3-001 0 0 1.6 0 0 1.2 0 0 36.4 0 0 0 1.35 0 1.56 0 3.13 0 0 0 0 0 0 0 0 0 31.58 32.95 0 0 0 0 0 0 0 0 0 0 0 1.33 0 0
ENSG00000170584 ENST00000302764.4_NUDCD2-001 9.04 279.53 195.25 203.24 188.2 87.09 51.53 140 298.69 149.1 107.21 152.86 226.39 172.83 182.92 216.72 103.82 221.78 293.57 77.33 106.85 158.53 140.1 129.41 86.09 119.41 44.7 105.96 75.91 98.28 119.21 86.33 93.83 18.89 49.09 110.37 312.32 26.12 118.51 261.35 319.7 133.48
ENSG00000074317 ENST00000310112.3_SNCB-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.38 0 0 0 0 0 0 0 1.07 0 0 0 0 0 0 0 0 0 0 0
ENSG00000087206 ENST00000509236.1_UIMC1-014 0 0 0 0 1.64 2.81 7.09 0 0 0 0 0 0 0 12.72 0 0 3.97 0 0 0 0 8.83 25.04 0 0 0 0 0 0 0 0 0 6.94 0 0 0 0 15.34 0 0 0
