gene_id transcript_id K562_1 K562_10 K562_11 K562_12 K562_13 K562_14 K562_15 K562_16 K562_17 K562_18 K562_19 K562_2 K562_20 K562_21 K562_22 K562_23 K562_24 K562_25 K562_26 K562_27 K562_28 K562_29 K562_3 K562_30 K562_31 K562_32 K562_33 K562_34 K562_35 K562_36 K562_37 K562_38 K562_39 K562_4 K562_40 K562_41 K562_42 K562_5 K562_6 K562_7 K562_8 K562_9
ENSG00000178053 ENST00000355893.5_MLF1-001 28.82 52.45 0 0 49.85 0.65 73.7 12.34 35.69 0 30.09 2.46 36.23 19.89 1.92 35.21 0 0 36.35 18.34 0 38.41 54.16 1.55 53.46 44.97 1.88 14.02 102.38 37.57 6.13 33.77 20.01 31.19 0 0 79.49 40.67 47.37 55.48 0 103.5
ENSG00000180044 ENST00000326474.3_C3orf80-201 0 0 0 0 0 0.19 0 0 0 0 0.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0.2 0 0 0 0 0 0
ENSG00000163536 ENST00000295777.5_SERPINI1-001 0 0 0 0 0 0 0 0.39 0 6.32 0 68.61 0.72 0 0 0 0 13.64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.63 0.94 0 0 0 0 0 0 0 0
ENSG00000121879 ENST00000263967.3_PIK3CA-001 0.75 4.35 3.67 0.86 1.06 10.07 6.26 0 0.05 0 4.47 2.23 1.63 7.3 5.53 1.02 1.39 2.32 1.25 0.06 3.33 0.62 2.26 6.35 0.18 7.67 0.31 10.32 0.1 2.38 0.62 0 20.24 2.77 0 2.63 6.9 0 7.13 3.22 0.06 2.03
ENSG00000136521 ENST00000259037.3_NDUFB5-001 207.53 377.11 298.56 307.81 175.51 164.4 244.34 175.24 336.83 184.18 373.57 210.83 166.24 214.68 189.07 97.48 211.29 312.26 226.26 249.52 82.89 243.03 170.28 98.21 329.94 424.37 142.98 181.96 212.37 265.17 68.47 469.26 326.99 241.56 170.12 130.23 210.77 253.43 251.99 34.71 259.89 153.99
ENSG00000163728 ENST00000296015.4_TTC14-001 4.3 8.59 0.19 17.52 16.14 1.08 45.8 31.51 2.62 14.52 4.72 0 3.54 32.92 21.27 16.46 26.62 39.03 9.67 1.08 35.66 19.28 0 15.21 7.03 1.36 17.01 12.8 1.73 2.85 30.55 16.01 1.3 13.24 0.52 27.32 24.11 3.69 1.87 26.27 10.91 3.37
ENSG00000058063 ENST00000323116.5_ATP11B-001 0 0 0.48 0 5.28 1 35.99 0 0 0.1 0 7.7 1.1 1.98 0 0 0 0 5.48 0 0 2.5 4.34 6.3 0 7.29 0.31 0 6.92 7.24 0 0 1.36 11.47 1.15 12.85 0.28 1.1 14.45 0 0 5.19
ENSG00000145194 ENST00000324557.4_ECE2-002 17.06 56.99 87.13 43.06 33.33 33.6 97.97 112.54 29.31 90.89 62.72 5.21 43.66 16.39 55.62 130.64 68.89 214.93 76.68 26.84 50.22 21.46 7.11 112.36 152.28 23.75 55.51 244.05 69.84 119.35 84.12 59.61 86.53 9.85 47.66 0.57 39.02 28.69 130.54 38.56 30.48 84.59
ENSG00000163882 ENST00000296223.3_POLR2H-201 154.05 185.84 196.41 213.54 267.77 359.42 560.38 226.16 67.13 339.52 172.52 388.31 138.27 251.47 592.34 426.64 196.39 334.16 279.53 397.88 398.73 296.65 135.49 348.61 302.06 635.39 334.1 275.89 287.27 468.91 280.83 227.3 267.65 165.14 360.45 370.33 445.24 370.83 294.19 222.35 310.96 286.26
ENSG00000113946 ENST00000468220.1_CLDN16-003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000198836 ENST00000361150.2_OPA1-201 4.07 0.85 9.45 24.34 7.05 8.1 9.26 0.42 6.22 11.03 5.38 1.13 17.02 23.74 16.12 12.96 2.03 0.59 11.38 8.62 8.6 11.72 3.22 0.37 35.68 33.09 15.91 4.57 0 3.75 6.72 0 23.63 6.87 1.75 1.8 14.71 6.66 14.61 3.61 9.74 14.5
ENSG00000215837 ENST00000455183.1_SDHAP2-001 0 0 0 0 0 0 15.69 4.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.72 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000163959 ENST00000416660.1_SLC51A-005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000235897 ENST00000420226.1_TM4SF19-AS1-002 0 0 0 0 0 0 0 0 0 0.48 7.95 0 0 2.71 10.63 0 3.82 0 5.86 0.3 0 0 0 0 0.23 2.44 0.32 0 4.44 0.3 0 0 2.27 0 0 0 0 0 16.42 0 0 0
ENSG00000237167 ENST00000420213.1_AC128709.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.96 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000185621 ENST00000330198.4_LMLN-001 3.38 0 8.98 0.06 2.15 0 0.28 3.96 15.51 0 18.49 4.05 5.85 0.83 1.97 5.05 0 0.3 1.09 0.37 17.65 7.66 1.98 0.08 5.51 2.54 0 1.06 0 0.22 0 3.03 15.78 2.91 0 0 0.15 6.07 0.49 0 1.7 7.33
ENSG00000174227 ENST00000296306.7_PIGG-201 46.74 3.42 5.81 6.73 24.78 0.83 0 0.42 0.13 21.62 1.66 5.71 13.6 12.44 9.03 2.15 0 28.64 0 0 13.36 0 0 2.44 9.13 8.92 1 0 0 0 0 38.98 0 0 0 0.36 3.06 0.46 0 0 0.34 0
ENSG00000127419 ENST00000264771.4_TMEM175-001 0.93 0.18 0 1.65 0 0.25 1.99 0 0 0.41 0 2.17 1.21 0 0 0.68 0 0.56 0 0 2.53 1.04 0.51 0 0 0 0.43 0 0 0.26 0 0 0.4 0.72 0 0 0 0 0.51 0 0 0
ENSG00000127415 ENST00000247933.4_IDUA-001 0 0 0 0 0 0 0 0 0.19 0 0 0 0 0 0 0.58 0 0.24 0 0 0 0 0.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.22
ENSG00000251652 ENST00000504969.1_RP11-20I20.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000013810 ENST00000313288.4_TACC3-001 55.11 18.68 1.81 20.18 21.94 16.38 2.43 31.28 0 38.14 8.14 1.64 10.59 19.45 4.36 1.13 2.61 86.11 3.23 0 0.89 1.28 16.96 5.69 9.95 9.34 1.17 6.03 0 0 0.75 0.18 4.74 0.73 2.62 83.14 5.87 16.89 5.87 7.47 5.65 6.41
ENSG00000243449 ENST00000382878.3_C4orf48-201 0 0 0 0 1.09 0 0 10.6 12.28 0 10.58 0 0 0 8.31 9.16 0 0 5.62 0 0 6.12 4.44 0 0 0 0 0 0 0 0 0 0 0 1.38 0 9.15 0 0 0 0 0
ENSG00000206113 ENST00000382849.2_RP11-503N18.1-001 0 0.24 0 0 0 0 0 0.26 0 0 0 0.13 0 0 0 0 0 0 0 0.19 0 0 0 0 0 0 0 0.14 0 0 0 0 0.19 0 0 0 0 0 0 0 0 0
ENSG00000249673 ENST00000505731.1_NOP14-AS1-004 1.54 0 0 0.12 0 0 0 0 0 3.46 0.15 0 0 0 0 0.21 0.21 0 0 0 0 0 0 0.75 0 0 0.59 0 0.12 0 0 0 0 0 0 0.34 0.43 0 4.05 0 0 0
ENSG00000125388 ENST00000345167.6_GRK4-005 0 0 0 0 0 0 0 0 0.6 0 0 0 0 2.04 0 18.43 0 0 0 0 0 0 0.24 0.58 0 0 0.27 0.41 0 4.29 36.49 0 0 0 0 0 0 0 0 0 0 0
ENSG00000197386 ENST00000355072.5_HTT-001 0 2.95 0.36 1.11 0 3.24 0 1.09 0 0 0 0.73 1.28 0 0.87 0 0.05 9.4 0.14 1 0.03 0 0.96 0.51 0 3.42 0.08 2.67 1.62 0.45 0.03 8.41 0.08 0 0 4.25 1.18 2.35 1.13 0.68 6 1.2
ENSG00000168826 ENST00000337872.4_ZBTB49-001 61.63 0 0 0 8.92 0 1.42 0 0 1.77 0 0 0 0 0 0 0 0 0 0 0 0 6.04 0 0 0 0 5.59 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0.2
ENSG00000229924 ENST00000512047.1_FAM90A26-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000249334 ENST00000505494.1_RP11-61G19.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.89
ENSG00000118579 ENST00000237380.7_MED28-001 166.89 14.31 148.18 106.24 114.38 119.95 212.3 72.9 99.43 106.66 164.19 69.07 54.37 110.73 117.5 53.31 67.32 105.77 165.34 91.94 103.86 156.39 136.54 85.94 25.19 131.36 141.57 84.22 63.05 68.59 88.3 33.01 87.16 33.67 113.99 83.89 67.1 58.57 117.21 34.61 195.36 57.04
ENSG00000109805 ENST00000251496.2_NCAPG-001 10.14 89.04 38.33 38.22 5.28 138.57 65.8 69.56 2.26 49.29 72.31 79.67 99.72 25.57 6.15 33.34 44.05 17.92 52.3 23.37 53.77 2.59 156.51 25.07 86.75 20.51 26.53 19.97 45.68 48.49 34.76 4.12 15.11 4.23 24.25 57.9 13.33 62.58 60.31 80.65 67.28 100.99
ENSG00000250039 ENST00000510705.3_RP11-17E2.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.28 0 0 0 0 0 0 0.46 0.31 0 0 0 0 0 0 0 0 0 0 0.28 0 0 0 0 0
ENSG00000038210 ENST00000507794.1_PI4K2B-004 0 0.09 0 0 0 8.25 0 2.65 0 4.99 5.72 3.6 0 1.63 1.92 0 0 5.27 1.1 46.48 0.13 0 0 2.03 5.7 0 0.49 1.33 0 0 4.85 0 30.44 1.6 7.93 0.14 10.55 6.37 0 0.16 8.54 0
ENSG00000121897 ENST00000261434.3_LIAS-001 61.2 47.62 52.69 51.08 56.69 65.94 61.45 42.99 114.54 71.5 13.13 31.66 53.31 72.86 109.47 70.6 16.95 27.11 61.43 1.13 131.08 18.75 13.26 14.41 13.99 6.61 6.46 20.44 80.71 50.59 30.11 41.27 84.61 44.02 56.18 49.1 69.37 12.83 41.24 82.89 86.39 37.55
ENSG00000255458 ENST00000529094.1_RP11-539G18.2-004 0 0 0 0 2.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48 0 0 0 0 0 0 0 0 0.55 0 0
ENSG00000248866 ENST00000503051.1_USP46-AS1-001 0 0 0 0 0 0 0 0 0 0 1.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.48 0 0 0 0 0 0 0 0
ENSG00000251256 ENST00000514413.1_RP11-273B19.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.36 0 0 0 1.24 0 0 0 0 0 0 0 0
ENSG00000134851 ENST00000381334.5_TMEM165-001 14.36 17.3 62.13 54.28 8.67 0 1.45 12.3 24.89 15.87 6.29 14.74 7.59 8.59 11.73 5.31 62.4 18.37 6.54 18.5 35.62 6.8 11.27 37.75 20.1 9.08 15.82 0 30.85 4.06 1.02 1.32 31.01 17.24 35.37 0.27 0.28 21.03 9.81 19.85 33.81 41.46
ENSG00000128050 ENST00000264221.2_PAICS-201 405.71 431.44 652 541.15 372.94 447.98 477.76 433.06 266.29 438.57 390.56 488.04 277.69 363.34 600.95 377.29 379.32 278.1 560.53 387 504.39 521.1 329.26 527.55 425.95 467.74 411.46 304.26 554.52 506.77 614.71 499.27 516.52 333.65 350.93 605.46 456.21 457.67 728.64 549.48 505.26 554.1
ENSG00000251266 ENST00000513836.1_RP11-340A13.2-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000248049 ENST00000498917.2_UBA6-AS1-003 12.93 27.22 1.91 6.37 16.19 21.95 1.96 8.87 5.41 1.83 0.41 0.26 8.05 5.29 29.63 4.05 88.59 7.47 4.58 5.05 32.65 7.8 12.23 0 0.25 43.04 0.41 4.58 9.62 8.91 27.91 0.59 4.6 24.75 0.28 1.09 15.63 7.54 5.95 0.81 25.71 9.85
ENSG00000250220 ENST00000502790.1_RP11-692D12.1-001 0.76 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000138768 ENST00000514213.2_USO1-201 12.51 4.92 8.56 3.38 5.08 0 0 0 2.06 0 2.81 0 5.4 37.13 0 3.07 6.3 5.11 0.9 0 6.59 0 14.94 8.7 0 8.73 0 22.31 0 2.54 2.35 14.63 2.6 2.32 0 10.36 2.56 0 10.24 0 0 2.99
ENSG00000189157 ENST00000510197.1_FAM47E-007 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000138756 ENST00000335016.5_BMP2K-201 9.3 0 11.17 0.87 0.14 0.85 0 10.94 0 0 0 0.63 0.47 3.32 2.09 0 6.1 0.77 0 0.38 0 0 0 0 10.01 1.21 0 0 13.35 7.5 7.33 7.75 0.41 0 2.28 6.92 0.27 0.25 0 8.35 0 0
ENSG00000145293 ENST00000273920.3_ENOPH1-001 112.45 30.28 12.43 21.22 15.92 50.45 4.78 49.04 10.51 62.48 66.97 8.26 35.79 17 17.45 61.54 93.36 3.81 0 36.42 64.31 49.71 72.8 7.01 1.28 5.22 103.17 51.12 40.56 40.39 83.15 29.43 20.36 16.17 22.68 58.69 117.29 38.66 104.5 6.61 4.63 17.61
ENSG00000163319 ENST00000295491.4_MRPS18C-001 389.25 236 327.95 286.17 243.85 244.1 259.02 249.33 185.74 284.99 308.51 321.5 230.81 277.64 412.35 301.69 179.88 303.9 238.01 175.42 263.33 335.21 433.94 329.56 311.8 355.56 291.66 128.69 377.63 209.05 366.79 421.45 322.52 484.22 347.8 268.33 330.61 309.19 247.89 101.55 295.09 214.42
ENSG00000163629 ENST00000316707.6_PTPN13-002 0 0 0.08 0.06 0 0 0.07 0 0 0 0 0 0 0 0 0 0 0.14 0 0.34 0 0.31 0 0 0 0 0 0 0 0 0 0.06 0 0 0 0 0 0 0 0 0 0
ENSG00000246375 ENST00000500009.2_RP11-10L7.1-001 0 0 0 0 0.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000152208 ENST00000282020.4_GRID2-001 0.09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.11 0 0 0 0 0 0 0 0.18 0 0 0 0 0 0 0 0 0 0
ENSG00000163104 ENST00000354268.4_SMARCAD1-002 4.89 9.64 10.41 10.12 4.62 8.06 30.73 2.79 16.98 19.56 11.93 10.21 52.4 14.1 2.52 18.16 0.13 13.78 5.81 0 1.18 11.92 13.49 39.07 67.87 38.85 17.22 0.7 33.42 6.78 33.51 0 7.61 13.48 11.07 6.6 19.68 9.36 35.28 4.2 8.3 5.77
ENSG00000138696 ENST00000515059.1_BMPR1B-001 0 0 0 0 0 0 0 0 0.07 0.13 0 0 0 0 0 0 0 0 0.45 0 0 0 0 0.11 0.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000260641 ENST00000569927.1_RP11-1299A16.3-001 0 0.06 0 0.08 0 0 0 0 0.07 0 0.1 0.19 0 0 0 0 0 0 0 0 0 0.09 0 0.11 0 0 0.1 0 0 0 0 0 0 0.08 0.08 0 0 0 0.09 0.19 0.18 0
ENSG00000246090 ENST00000499178.2_RP11-696N14.1-002 0 0 0 0 0 0 0 0.15 0 0.15 0 19 0 20.19 0.12 0.13 0 0 0.39 0 0.77 0 0 0 10.76 3.29 0 0 0 0.11 0.1 0 11.32 9.92 0 0.1 21.57 0.1 0 0 0 0
ENSG00000145354 ENST00000273986.4_CISD2-001 39.2 73.16 36.21 124.34 30.68 36.09 19.96 121.7 91.06 53.74 37.24 90.63 44.87 56.98 58.29 85.07 92.07 58.7 80.1 30.26 80.88 122.76 55.76 55.25 23.73 103.92 114.78 63.09 69.51 76.62 18.13 66.07 71.52 31.61 26.65 60.33 63.92 44.92 71.42 80 72.16 78.4
ENSG00000236699 ENST00000265154.2_ARHGEF38-004 0 0.06 0 0.34 0 0 0 0 0 0 0 0 0 0.46 0 0 0.47 0 0 0.1 0 0 0 0 0 0 0 0 0 0.09 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000109475 ENST00000394665.1_RPL34-002 2152.71 1762.48 1909.07 1891.01 2285.32 2176.55 2098.86 1971.27 2162.7 1612.93 1558.45 1692.25 2348.21 1910.82 1755.28 2296.69 2015.35 1337.65 1889.89 1753.16 1829.45 1798.4 2716.03 1932.79 2182.75 1732.49 1799.12 2001.79 1934.43 1716.38 1818.56 1976.02 1943.63 2399.61 2293.99 1985.14 2324.11 2238.78 1680.99 1730.5 2319.61 1835.52
ENSG00000246774 ENST00000500526.1_AC004051.2-001 0 0.17 0 0 0 0 0 0 0.44 0 0 0 0 0 0 0 0 0 2.01 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000138660 ENST00000274000.5_AP1AR-001 3.02 19.72 0 0 0 0 0 1.48 0 2.33 0 7.1 0 1.32 2.2 4.12 0.67 0 2.34 2.57 3.73 0 4.38 0 1.16 9.14 0.79 0.17 25.95 1.12 0.5 0 0.74 2.78 0 0 2.71 0 2.26 0.94 1.4 11.88
ENSG00000261501 ENST00000567769.1_RP11-63B13.1-001 0 0.15 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000145375 ENST00000274008.4_SPATA5-001 0.06 13.04 17.71 8.13 3.31 6.99 6.83 20.74 0.17 5.43 3.03 2.77 10.45 0.15 1.24 3.54 20.09 8.32 7.57 8.76 20.74 32.62 0.61 2.49 8.76 14.73 52.34 36.06 2.16 3.71 3.77 3.79 18.66 19.23 2.05 18.02 10.2 5.58 2.13 0.79 22.71 44.82
ENSG00000249618 ENST00000508724.1_RP11-422J15.1-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.35 0 0 0 0 0 0 1.24 0 0 0 0 0 0 0 0 0 0 0 0 0 1.2 0 0 0 0 0 0
ENSG00000138650 ENST00000264360.5_PCDH10-001 0 0 0 0.05 0 0 0 0.08 0.15 0.09 0 0 0 0 0 0 0.08 0 0 0 0 0 0 0 0 0 0 0 0.05 0 0 0.06 0 0.71 0 0.06 0 0 0 0 0 0
ENSG00000170185 ENST00000307017.4_USP38-001 2.21 0 4.96 1.36 11.7 0 4.51 0.98 13.84 4.29 2.49 12.04 0 1.86 0.96 7.26 7.97 10.17 22.28 0.26 5.07 0 0.31 0.19 1.36 1.15 0 1.43 0 4.97 0.07 0.39 0.62 0 0.44 2.53 5.25 0.73 2.96 2.85 2.35 17
ENSG00000164168 ENST00000296582.3_TMEM184C-001 3.94 32.28 25.54 5.63 1.11 11.9 18.53 8.09 22.67 29.51 0 14.13 0 49.44 6.22 7.4 0.44 6.22 7.42 18.3 4.17 30.76 28.63 7.35 28.15 44.12 4.1 9.57 14.6 1.23 7.09 2.25 43.17 0.68 36.87 0 1.86 0.13 8.06 37.13 0 28.55
ENSG00000268471 ENST00000584019.1_MIR4453-201 0 0 0.58 0 0 0 0 0 0 0 0 0.12 0 1.27 0 0 0 0 0 0 0 4.2 0 0 0 6.87 0.38 0 0 0 0 0 0 0 0 0 0 0 0 5.44 0 0
ENSG00000164144 ENST00000353617.2_ARFIP1-201 10.64 64.62 15.56 20.06 3.36 17.14 2.29 13.72 4.71 0 11.32 4.16 0 12.03 43.35 27.89 5.45 15.75 22.89 18.03 13.27 8.55 10.37 8.99 21.38 14.92 1.39 19.06 0 19.8 38.5 18.03 20.04 16.57 0 0 4.77 4.13 13.95 41.59 0.18 9.62
ENSG00000109572 ENST00000511092.1_CLCN3-006 0 0 0 0 0 0 0 0 0 0 0 0 0 7.71 0 0 0 0 0.86 0 0 0 0 0 0 0 0 0 0 0 18.08 0 0 7.94 0 0 0 0 0 8.56 0 0
ENSG00000168594 ENST00000507652.1_ADAM29-010 0 0 0 0 0 0 0 0 0 0 0.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.24 0 0
ENSG00000250263 ENST00000508790.1_RP11-765K14.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000151718 ENST00000378925.3_WWC2-201 2.07 0.44 2.01 3.81 0 0.93 3.91 0 0.75 0.07 1.41 0.04 0.56 0.26 0.51 0.02 0 0.71 0 0 61.99 0 0 0 0 0 0 0 2.28 0.17 0.16 0.33 0.21 0.74 0 0 0 58.28 0 0 0 0
ENSG00000168538 ENST00000334690.6_TRAPPC11-001 0 4.45 1.97 3.18 0 0.65 0 7.06 1.22 0 0.55 0 23.47 0 0 0 0 0 1.25 6.36 6.32 8.27 1.2 0 5.98 0 0 6.02 1.06 3.38 0 4.33 0.64 5.34 1.51 0.2 0.58 2.14 0 0 0 2.91
ENSG00000271646 ENST00000605834.1_RP11-326I11.3-001 0 0 0 0 0.17 0 0.23 0 0.17 0 0 0 0 0 0.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0.18 0 0.58 0 0 0 0 0 0 0.19 0 0.22 0.61 0
ENSG00000164306 ENST00000314970.6_PRIMPOL-001 4.08 0 68.6 0.31 7.13 5.42 0 9.66 0 0 1.07 0 0.34 13.79 0 0 15.83 9.93 22.64 0.75 26.62 10.8 34.92 0 21.01 62.41 16.74 29.97 23.75 27.17 25.78 57.95 11.63 10.72 0 1.69 20.95 9.11 0 38.03 12.49 0
ENSG00000186352 ENST00000335174.4_ANKRD37-001 0 18.15 0 3.29 5.66 0 0 11.4 1.56 1.12 0 0 15.98 0 9.02 0 0.17 0 0 0 2.66 4.34 0 0.44 0 0 0 0 0 0 1.57 0 0 2.2 0.8 0 0 0 0.85 0 0 0
ENSG00000205129 ENST00000501066.2_C4orf47-003 0 0 0 0 0 15.61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8
ENSG00000073578 ENST00000264932.6_SDHA-001 1.02 49.26 41.27 75.25 10.14 12.12 1.64 55.89 72.02 6.59 60.85 7.63 44.12 13.89 61.49 18.12 78.86 4.2 94.86 11.64 33.64 0 83.88 0 0 11.72 0 0 4.94 2.86 6.26 16.83 0 0 0 0 32.42 8.5 44.83 26.11 0 61.83
ENSG00000225138 ENST00000607286.1_CTD-2228K2.7-003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.39 0 0 0 0 0 0
ENSG00000112877 ENST00000264935.5_CEP72-001 22.72 0 0 0 1.02 0 0 0 6.63 0 0.52 0 0.25 0 0 0 4.49 1.19 10.58 0 14.42 1.63 2.87 0 0 0 0 0.8 1.81 0.24 5.78 0 0 1.29 0.6 29.61 0 0 0 3.21 9.99 0
ENSG00000271119 ENST00000605200.1_CTD-2012J19.3-001 0 0 0 0 0 0 0 1.8 0 0.93 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000145494 ENST00000274137.5_NDUFS6-001 22.17 47.31 21.22 78.36 116.28 34.71 51.28 99.41 135.28 109.29 76.39 51.31 8.13 134.73 36.37 137.17 113.45 144.85 100.93 110.5 93.47 69.98 64.26 65.8 50.71 107.87 107.12 137.44 57.64 74.91 60.9 99.93 67.48 13.52 55.15 42.78 53.92 11.62 98.63 77.97 104.23 82.84
ENSG00000249326 ENST00000514569.1_CTD-2194D22.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000249941 ENST00000505404.1_CTD-2046I8.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000215231 ENST00000508201.1_LINC01020-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000145536 ENST00000274181.7_ADAMTS16-001 0 0 0.22 0 0 0 0 0 0 0 0 0 0.21 0.24 0 0 0 0 0 0.23 0 0.1 0 0 0.16 0 0 0 0.09 0.19 0 0 0 0.18 0 0 0 0.15 0.19 0 0 0
ENSG00000145545 ENST00000274192.5_SRD5A1-001 0 0 2.3 0 0 0.84 0.49 0 14.77 3.62 0 0 0 0 0 0 0 0.46 0 0 3.84 0.69 0 8.24 43.58 0 0 0 0 5.68 9.04 0 0 3.74 1.24 0 0.23 0.41 0 8.1 0 0.87
ENSG00000223597 ENST00000500616.2_CTD-2296D1.5-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000250786 ENST00000508179.1_SNHG18-001 0 0 0 0 0.54 0 0 0 0 0 0 0.46 0 0 0 0 0 0.68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000150753 ENST00000280326.4_CCT5-001 1166 884.44 814.27 1189.44 1054.12 1078.6 916.78 1038.48 738.66 1052.15 894.8 902.57 491.86 1021.12 1175.15 1301.23 1082.59 937.4 1380.4 1222.99 1470.79 1184.6 1061.45 1392.52 1566.37 1162.18 1129.72 1447.87 1265.32 715.63 1248.97 1080.22 880.33 1063.07 1485.57 1394.42 1044.33 1264.39 1253.53 876.69 1070.91 792.74
ENSG00000248131 ENST00000505196.1_CT49-003 6.21 0 72.87 26.26 0.66 10.05 13.25 16.12 0 11.28 7.77 18.11 0.87 0 0 39.69 63.51 15.98 0 0 9.62 8.3 56.42 0 0 0 22.32 18.94 6.69 16.03 14.08 39.03 0 1.03 1.4 8.82 1.97 2.81 2.2 2.15 0 15.02
ENSG00000154124 ENST00000284274.4_FAM105B-001 10.61 0.25 0.59 0 11.54 4.88 0.14 0.73 5.85 13.05 0.29 4.86 0.14 13.35 0.43 1.66 9.35 0.72 25.43 1.07 11.05 0.07 0 9.09 8.51 0 0 0.15 0 0.39 0.18 0.56 5.91 1.67 0.12 1.21 0.2 8.21 0 0 0.96 0.5
ENSG00000250415 ENST00000504935.1_CTC-461F20.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
