gene_id transcript_id scRNAseq_HepG2_72x_15_1.1 scRNAseq_HepG2_72x_15_1.2 scRNAseq_HepG2_72x_15_1.3 scRNAseq_HepG2_72x_15_1.4 scRNAseq_HepG2_72x_15_1.5 scRNAseq_HepG2_72x_15_1.6 scRNAseq_HepG2_72x_15_1.8 scRNAseq_HepG2_72x_15_2.1 scRNAseq_HepG2_72x_15_2.2 scRNAseq_HepG2_72x_15_2.3 scRNAseq_HepG2_72x_15_2.4 scRNAseq_HepG2_72x_15_2.5 scRNAseq_HepG2_72x_15_2.6 scRNAseq_HepG2_72x_15_2.7 scRNAseq_HepG2_72x_15_2.8 scRNAseq_HepG2_72x_15_3.1 scRNAseq_HepG2_72x_15_3.2 scRNAseq_HepG2_72x_15_3.3 scRNAseq_HepG2_72x_15_3.4 scRNAseq_HepG2_72x_15_3.5 scRNAseq_HepG2_72x_15_3.7 scRNAseq_HepG2_72x_15_3.8 scRNAseq_HepG2_72x_15_4.1 scRNAseq_HepG2_72x_15_4.2 scRNAseq_HepG2_72x_15_4.3 scRNAseq_HepG2_72x_15_4.4 scRNAseq_HepG2_72x_15_4.5 scRNAseq_HepG2_72x_15_4.6 scRNAseq_HepG2_72x_15_4.7 scRNAseq_HepG2_72x_15_4.8 scRNAseq_HepG2_72x_15_5.1 scRNAseq_HepG2_72x_15_5.2 scRNAseq_HepG2_72x_15_5.4 scRNAseq_HepG2_72x_15_5.5 scRNAseq_HepG2_72x_15_5.6 scRNAseq_HepG2_72x_15_5.7 scRNAseq_HepG2_72x_15_5.8 scRNAseq_HepG2_72x_15_6.1 scRNAseq_HepG2_72x_15_6.2 scRNAseq_HepG2_72x_15_6.3 scRNAseq_HepG2_72x_15_6.4 scRNAseq_HepG2_72x_15_6.5 scRNAseq_HepG2_72x_15_6.6 scRNAseq_HepG2_72x_15_6.7 scRNAseq_HepG2_72x_15_6.8 scRNAseq_HepG2_72x_15_7.1 scRNAseq_HepG2_72x_15_7.2 scRNAseq_HepG2_72x_15_7.3 scRNAseq_HepG2_72x_15_7.4 scRNAseq_HepG2_72x_15_7.5 scRNAseq_HepG2_72x_15_7.6 scRNAseq_HepG2_72x_15_8.1 scRNAseq_HepG2_72x_15_8.2 scRNAseq_HepG2_72x_15_8.3 scRNAseq_HepG2_72x_15_8.4 scRNAseq_HepG2_72x_15_8.6 scRNAseq_HepG2_72x_15_8.7 scRNAseq_HepG2_72x_15_8.8 scRNAseq_HepG2_72x_15_9.1 scRNAseq_HepG2_72x_15_9.2 scRNAseq_HepG2_72x_15_9.3 scRNAseq_HepG2_72x_15_9.5 scRNAseq_HepG2_72x_15_9.6 scRNAseq_HepG2_72x_15_9.7 scRNAseq_HepG2_72x_15_9.8
ENSG00000151881 ENST00000397080.3_C5orf28-001 0 0 0 0 13.35 0 33.75 7.08 35.61 27.18 0 36.24 17.17 51.45 0 0 29.75 0.63 21.13 0 16.73 0 0 0 71.57 0 0 0 0 58.43 19.11 4.85 11.45 73.44 0 0 0.92 0 0 0 2.41 81.84 0 0 1.65 0 0 70.09 57.14 0 0 0 0 0 0 0 0 0 0 0 18.4 55.79 0 21.3 0
ENSG00000172244 ENST00000306862.2_C5orf34-001 0 0 0 0 0 45.67 19.3 2.39 2.15 0 0 0 9.64 0 0 1.79 4.66 0 9.45 26.13 0 2.21 0.43 0 0 0 0 104.44 2.79 0 27.94 0 0.47 0.22 0 30.29 0 0 33.21 0 0 0 0.38 0 0 0 0 0 0 0.37 48.41 0 0 0 0 0 0 0 28.47 0 0 2.21 0 0 16.21
ENSG00000251141 ENST00000503179.1_RP11-53O19.1-004 0 57.35 110.74 0 0 0 0 0 0 0 0 0 16.65 0 33.43 0 0 0 0 0 0 15.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.93 0 5.74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000152669 ENST00000282572.4_CCNO-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000067248 ENST00000251636.5_DHX29-001 0 62.76 0.53 22.33 56.07 35.05 33.5 38.58 36.62 20.52 1.34 48.77 39 0.14 0 26.83 51.32 74.92 25.08 158.7 11.54 31.62 52.93 5.83 36.29 69.84 66.8 29.75 13.13 31.82 65.47 0 31.64 13.79 0.77 153.96 108.04 31.26 70.13 0 51.5 75.81 182.84 225.73 7.99 40.96 0.22 0 83.06 100.19 62.98 44.53 3.25 39.02 0 3.27 119.16 13.03 0.07 56.21 11.25 56.98 106.66 11.83 44.1
ENSG00000134352 ENST00000381298.2_IL6ST-001 19.89 0 0 0 4.36 0 0 8.75 0 0 0 0 2.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.34 0 0 0 0 0 0 0 0 0 9.7 0 0 0 0 0 0 0 0 0 0 0 0 6.86 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000049167 ENST00000265038.5_ERCC8-001 0 4.38 0.27 90.53 12.06 59.76 28.74 23.01 47.54 60.7 0 50.17 101.55 0 87.27 31.66 36.51 47.5 52 25.85 36.72 9.53 6.98 0 163.89 0 77.13 0 67.58 0.79 0 84.1 0 55.94 0 0 88.56 86.24 0 0 32.5 0 0 0 11.92 44.08 3.07 0 67.93 0 45.58 48.36 88.82 177.62 0 134.43 124.76 182.3 117.96 10.77 42.92 29.97 0 38.26 87.72
ENSG00000086189 ENST00000199320.4_DIMT1-001 85.62 59.12 0 65.72 90.5 46.23 49.79 52.73 71.44 25 49.97 17.29 55.03 77.55 0 83.42 26.2 44.28 41.51 46.2 149.66 71.09 57.45 39.72 24.95 4.43 37.05 77.67 22.04 76.21 1.37 1.3 75.58 110.85 136.7 122.04 36.65 49.18 0 0 61.45 0 33.75 0 0 17.63 0.18 41.77 37.48 49.14 37.33 67.09 0 4.05 39.79 62.56 96.46 0 26.63 0.78 0.16 29.03 77.4 44.11 27.94
ENSG00000153006 ENST00000495198.2_SREK1IP1-004 0 37.79 0 20.9 29.73 13.65 18.66 72.4 26.75 25.64 3.99 11.21 17.32 73.69 41.63 43.54 35.34 18.89 47.72 3.19 16.85 24.4 65.21 0.13 53.11 31.38 42.94 63.92 29.11 28.12 9.15 0.53 19.51 78.72 93.84 0.08 30.13 25.81 51.51 36.39 49.06 18.03 2.19 0.15 0 27.58 10.62 114.29 15.35 37.76 77.98 21.02 58.79 72.9 50.01 29.74 0.64 40.91 71.68 51.1 43.53 78.91 1.26 8.64 12.93
ENSG00000123219 ENST00000396679.1_CENPK-001 184.54 7.76 0 65.91 98.67 107.19 153.46 85.59 99.64 185.52 53.63 31.45 44.19 67.4 52.72 174.86 95.38 0 42.9 137.71 22.43 73.51 0 10.61 0 128.84 42.68 76.87 55.37 113.01 0.5 90.51 3.62 0 0 163.74 0 8.16 22.73 0.52 111.58 150.96 0.59 0.48 0 144.86 61.24 0 0 106.31 89.62 68.97 21.62 146.09 0.31 294.29 113.38 89.21 67 217.11 3.17 67.03 0 63.77 39.89
ENSG00000245556 ENST00000421004.3_CTD-2037K23.2-001 0 0 0 0 12.21 0 0 2.63 0 0 5.95 0 0.79 26.97 0 0 0 0 8.48 7.57 2.02 0.46 0 41.12 0 0 0 0 0 0 16.31 0 0 0 0 0 0 0 0 0 20.27 0 0 0 0 16.68 0 6.09 0 0 27.85 0 0 0 0 8.38 13.03 0 0 0 0 0 0 0 0
ENSG00000132837 ENST00000518707.1_DMGDH-008 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000177034 ENST00000509852.1_MTX3-001 0 14.64 0 0 0 5.62 14.72 1.11 26.44 3.83 0 1.9 1.17 0 0 0 5.94 0 3.13 13.71 0 0 0 17.42 0 0 11.1 3.93 0.33 0 0.66 0 0 0 0 0 4.85 22.45 0 0 6.33 0 0 0 0 0 0 0 0 3.48 6.19 0 0.13 1.59 0 0 0 0 0 16.97 0 4.46 0 0 0
ENSG00000247572 ENST00000500148.2_CKMT2-AS1-002 2.68 0 0 0 44.04 0 0 15.84 0 0 0 13.9 0 0 0 0 0 4.56 0 1.92 0 0 0 0 0 8.29 0 0 0 0 0 0 0 0 0.94 0 45.86 0 4.67 12.59 3.85 0 0 0 0 0 0 9.61 0 0 0 0 0 15.61 0 42.1 0 0 0 3.28 0 0 0 0 0
ENSG00000198677 ENST00000358746.2_TTC37-001 1 34.11 0 1.41 1.27 60.41 46.36 24.27 57.71 31.18 0.33 8.9 46.68 0.36 1.01 9.96 17.14 2.55 21.51 10.22 63.39 2.64 0.66 0 5.9 73.27 0.28 51.73 0 0.31 13.25 0.6 2.17 0.3 1.95 1.81 38.09 0.68 19.11 5.81 31.05 0 0 75.39 0.61 26.67 9.51 0 55.73 0 2.15 0.47 0 16.51 92.01 100 68.77 2.44 2.46 1.16 81.67 18.48 3.39 41.44 109.94
ENSG00000058729 ENST00000283109.3_RIOK2-001 0 0 0 39.62 41.91 2.59 44.6 32.98 25.89 38.99 29.03 0 17.3 17.76 0 20.63 1.83 111.13 0.96 0 13.92 36.89 0 20.17 0 0 14.11 43.35 0 42.78 0 68.18 7 179.66 22.06 0 0 0 37.45 0 0 75.87 8.29 0 0 41.09 20.75 0 0 114.09 0 38.13 85.87 103.79 0 23.09 0 100.48 0 0 70.5 0 0 38.74 0
ENSG00000247877 ENST00000499025.1_CTD-2001C12.1-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16.32 6.09 0 0 0 0 18.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26.98 0 0.7 0 0
ENSG00000251072 ENST00000509185.2_RP11-434D11.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000006837 ENST00000435240.2_CDKL3-202 0 0 0 55.26 0 41.27 13.71 12.53 9.01 0 0 1.28 0 0 0 7.99 0 0 1.14 0 0.63 47.81 4.39 0 4.51 0 0 0 0 0 0 39.61 0 0 0 0 1.77 35.41 0 0 2.25 0 0 0 0 1.54 0 0 0 0 0 0 0 0 5.59 0 0 0 0.62 0 4.54 0 0 0 55.21
ENSG00000171720 ENST00000305264.3_HDAC3-001 83.25 104.7 0 62.53 63.11 0 0 107.52 13.51 90.02 139.43 1.56 28.35 49.16 28.01 8.92 24.52 0 31.12 27.02 7.49 27.12 2.19 79.51 0 2.11 45.41 4.08 28.96 53.69 76.89 39.94 1.82 22.64 54.41 73.03 2 256.34 1.76 132.38 35.43 152.51 0 144.1 1.98 23.16 71.19 0 21.75 0 0 0 0 0 0 93.74 0 4.26 0 0.18 31.89 0.5 0 0.91 0
ENSG00000145817 ENST00000274496.5_YIPF5-001 199.27 32.77 0 90.53 80 72.52 41.71 35.62 10.44 20.65 99.83 29.73 21.59 56.78 83.15 89.87 16.49 77.71 39.38 20.42 27.08 1.26 2.78 5.24 4.79 17.41 32.55 0 34.92 164.69 51.04 58.28 75.76 70.62 37.8 11.4 20.51 0 64.72 2.52 58.97 6.24 0 39.19 5.24 51.53 1.28 0 0 146.83 0 6.76 17.61 47.27 46.23 57.2 80.78 4.32 78.25 8.84 39.25 9.91 79.19 28.08 33.94
ENSG00000250343 ENST00000504297.1_CTC-255N20.1-001 0.56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000247199 ENST00000501695.3_RP11-373N22.3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000169247 ENST00000323829.5_SH3TC2-004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000253618 ENST00000521295.1_GRPEL2-AS1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000245275 ENST00000501280.3_SAP30L-AS1-004 0 0 0 0 0 1.15 0 0 0 0 0 1.33 0 0 0 0 0 0 7.16 0 0 0 0 0 0 0 0 0 3.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.27 0 0 0 0 0 0 0 0 0
ENSG00000135077 ENST00000524219.1_HAVCR2-007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000039600 ENST00000519442.1_SOX30-004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000164609 ENST00000521826.1_SLU7-004 38.7 0 44.02 0 30.65 5.17 66.19 5.92 21.27 12.62 0 0 0 16.21 0 0 0 12.51 0.02 0 0 10.27 23.64 0 35.84 11.41 21.45 0 0 0 48.83 0 0 0 56.24 0 21 45.57 0 0 1.12 0 93.42 0 0 8.67 0 6.66 49.55 0 0 19.57 52.38 0 0 0 85.62 0 0 0 0 52.28 0 33.89 0
ENSG00000250061 ENST00000458002.2_RP11-541P9.3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000170584 ENST00000302764.4_NUDCD2-001 125.31 167.87 494.91 162.18 170.94 258.74 158.64 191.41 243.04 105.55 145.7 157 178.77 160.84 159.77 179.33 133.37 106.47 273.82 79.72 182.49 254.17 62.27 76.17 40.15 173.55 147.44 142.5 185.59 92.55 43.18 11.25 147.01 151.36 99.52 200.67 66.67 114.51 71.14 183.95 181.49 99.41 143.91 27.9 58.17 212.95 248.04 179.84 267.76 421.8 54.67 102.92 93.31 130.03 147.2 221.77 270.94 79.99 216.82 28.44 95.18 38.9 138.31 59.61 223.74
ENSG00000074317 ENST00000310112.3_SNCB-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000087206 ENST00000509236.1_UIMC1-014 3.46 0 1.46 0 0 0 0 0 10.29 0 0 8.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25.73 0 21.33 0 0 31.11 0 0 0 0 3.17 0 18.31 0 0 0 0 0 0 4.41 0 0 0 0 0 0 0 0 32.03 0 0 0 0 0 41.11 0 4.88
ENSG00000169228 ENST00000303251.6_RAB24-001 0 0 0 0 0 0 0 48.93 23.98 0 0 11.46 19.22 69.79 31.66 10.84 17.21 50.73 0 16.68 15.23 0 0 48.22 0 0 65.09 29.46 0 1.98 44.9 12.58 1.85 0 0 0 0 0 54.64 29.19 1.99 17.96 0 0 0 22.62 0 40.62 0.44 25.33 7.49 33.31 100.77 0 0 45.87 53.92 0 0 0.39 0 82.88 58.34 0 28.39
ENSG00000183718 ENST00000327767.4_TRIM52-001 0 1.71 0 0 2.05 0 10.84 0 30.39 0 0 9.78 0 0 30.47 0 1.3 0 4.15 0 0 0 0 0 0 0 0 0 3.29 0 0 1.82 0 0 0 0 18.73 0 4.18 0 1.13 38.8 0 26.95 0 3.72 0 0 0 0 13.04 0 0 0 0 0 0 0 0 0 0 0 0 0.34 0
ENSG00000272463 ENST00000606285.1_RP11-532F6.3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000112699 ENST00000380815.4_GMDS-001 81.35 63.38 0 0 0 0 12.76 37.26 41.83 40.52 35.62 36.86 50.36 1.84 35.46 74.3 11.98 55.87 17.33 23.31 30.84 39.85 3.44 0 74.36 24.36 0 66.25 14.66 7.76 33.9 77.52 42.54 90.76 75.44 110.41 0 47.7 20.97 0.24 14.53 157.18 141.73 86.02 0 37.37 96.1 0 0 0 0 38.63 45.1 36.92 0 65.17 0 36.25 0 0 2.82 34.4 0.21 15.52 0
ENSG00000230648 ENST00000415144.1_RP3-406P24.3-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000198721 ENST00000361538.2_ECI2-006 385.51 301.59 333.8 768.36 392.21 465 634.19 424.37 500.7 260.56 218.59 513.61 571.68 412.54 350.05 331.13 331.72 358.55 204.44 497.78 423.13 429.61 112.67 504.58 444.8 155.67 340.21 352.39 413.96 272.95 395.63 374.96 211.37 290.61 1159.58 316.94 84.95 178.14 280.53 427.85 253.31 209.45 565.28 631.41 217.03 441.73 605.32 402.86 649.35 682.71 229.43 301.39 49.59 700.08 692.67 431.04 176.85 851.01 467.03 486.19 337.52 255.78 149.33 464.85 530.69
ENSG00000214113 ENST00000330636.4_LYRM4-001 316.38 19.48 0 43.68 42.08 36.67 40.58 96.92 9.01 30.28 83.99 103.36 53.16 38.55 18.29 53.08 61.19 19.21 88.8 52.21 36.28 49.44 122.86 44.1 28.6 2.84 40.28 104.07 59.13 82.59 82.9 0 15.2 36.53 125.57 23.66 111.53 13.62 161.91 0 37.13 75.82 0 16.35 0 22.2 70.43 100.71 29.38 11.67 14.8 7.76 89.57 85.03 0 127.65 54.74 7.81 24.37 214.51 26.29 60.87 150.61 102.75 64.34
ENSG00000272097 ENST00000606522.1_RP11-421M1.8-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53.18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000137364 ENST00000309983.4_TPMT-001 32.19 39.91 63.21 24.1 89.54 74.18 68.88 51.99 50.19 76.77 77.09 15.95 74.31 48.34 21.73 37.77 15.65 44.59 63.41 18.74 38.33 26.25 11.04 84.37 61.15 12.55 62.88 25.29 43.55 41.94 37.84 87.99 10.81 21.05 117.14 21.66 28.12 98.4 30.75 0.51 11.09 0 0 46.02 31.1 28.33 42.91 0.14 107.93 17.44 0 24.99 35.96 84.21 151.16 37.68 71.4 85.7 104.78 134.97 24.84 21.75 0 14.41 42.05
ENSG00000111802 ENST00000341060.3_TDP2-002 0 60.65 0 84.35 66.58 66.46 86.73 42.02 206.42 0 25.83 62.33 28.48 34.7 59.5 100.94 22.46 57.42 9.14 19.39 66.04 29.49 24.56 59.47 0 45.8 42.07 9.01 23.06 17.12 0 80.78 42.71 66.57 76.48 154.66 0 0 1.99 0 26.46 20.93 0 0 0 12.71 15.4 0.22 0 163.94 18.19 15.14 15.42 126.87 0 30.97 79.66 0 0 51.74 0.89 20.39 71.61 16.62 101.76
ENSG00000180596 ENST00000314332.5_HIST1H2BC-003 12.1 0 0 25.54 0 0 0 11.87 0 2.57 0 0 17.66 0 0 19.41 24.17 0 13.71 0 26.23 0 16.57 0 0 0 0 0 12.95 0 0 0 8.77 0 1 0 103.82 184.78 0 0 14.67 0 0 0 0 0 0 0 0 0 36.15 0.85 0 35.55 0 0 0 65.01 30.54 0 0 0 0 1.17 0
ENSG00000241549 ENST00000479900.1_GUSBP2-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.74 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.63 0
ENSG00000124635 ENST00000339812.2_HIST1H2BJ-003 0 0 0 0 0 5.54 0 0 0 0 0 0 10.97 0 0 0 0 0 0 0 0 0 62.92 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38.87 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64.7 0 0 0
ENSG00000204694 ENST00000377149.1_OR11A1-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204536 ENST00000376266.5_CCHCR1-001 0 0 0 25.47 0 4.36 19.04 13.52 0.26 25.87 14.69 5.33 30.38 14.31 2.87 10.61 10.37 0 2.78 12.96 0 0 3.59 30.32 0 29.1 37.24 0 12.24 14.69 16.38 0 20.29 0 0 0 0 0 0 0 0.95 0 3.35 0 0 8.96 0 0 0 39.49 3.99 12.32 0 0 0 0 6.61 0 0 0 5.73 19.87 35.92 3.6 28.84
ENSG00000213719 ENST00000395892.1_CLIC1-003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000204371 ENST00000375528.4_EHMT2-009 0 0 0 0 0 0 5.66 4.54 0 0 0 3.3 1.76 0.39 1.07 0 1.44 0 0.87 9.05 0 0.22 2.98 0 0 0 0 0 0 0 0 0 0 15.37 0 0 0 0 0 0 3.24 0 0 0 0 0 0 4.09 0 0 0.24 0 2.61 0 0 0 0 0 0 0 0 9.57 0 0 0.35
ENSG00000204310 ENST00000336984.6_AGPAT1-001 33.87 33.11 0 49.4 33.97 13.16 3.03 44.1 17.81 36.24 0 55.15 31.05 18.53 33.06 23.78 9.65 3.3 10.7 0 48.01 14.36 33.62 0 91.6 15.21 1.06 0.7 0 19.8 13.99 18.7 2.2 0 0 56.88 2.25 0 4.28 0 29.26 8.74 101.74 0 7.2 30.38 2.41 0.67 0 46.05 2.16 0 10.86 14.42 0 25.12 55.77 0 8.62 0.18 18.31 0 14.76 5.56 32.45
ENSG00000232909 ENST00000452048.1_RP3-510O8.4-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000225945 ENST00000415890.1_RP3-441A12.1-001 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18.18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000124641 ENST00000265350.4_MED20-001 0.31 0 88.68 106.56 36.11 57.6 100.37 20.88 22.25 36.24 68.98 39.25 79.43 82.27 28.24 57.25 9.39 57.81 10.7 0 0 97.76 0.19 65.03 0 0 19.89 34.43 31.15 71.15 0 0 33.5 0 40.14 134.25 0 57.58 0 0.17 16.87 0 0 0.21 0 13.04 88.41 0 0 0 0 79.19 0 53.92 0 0 48.82 35.72 33.69 0 5.58 29.77 0 9.21 0.29
ENSG00000112576 ENST00000372988.4_CCND3-006 0 0 0 0 0 0 0 0 0 0 6.07 0 0 0 0 0 0 0 0 10.75 0 0 0 0 0 0 0 0 8.03 0 1.5 0 0 0 0 0 0 0 3.55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000124571 ENST00000265351.7_XPO5-001 0.67 0 0 0 0 0 12.4 0 0.74 0 19.59 13.09 4.95 0 11.08 16.82 11.35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.08 72.58 0 0 0 0 2.83 0 3.99 43.94 0 1.98 0 3.89 4.37 0 4.39 0 0 17.46 0 0 0 21.88 0 0 22.18 0 0 0 0 0.23 0
ENSG00000172432 ENST00000307114.7_GTPBP2-201 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.25 0 0 0 0 0.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000231769 ENST00000437249.2_RP1-8B1.4-002 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000172348 ENST00000306764.7_RCAN2-003 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
ENSG00000146233 ENST00000275016.2_CYP39A1-001 0 1.66 0 9 0.81 0 16.07 3.47 0 0 0 21.47 11.11 1.74 0 21.48 10.23 28.87 12.36 0 11.42 0 47.78 0 0 0 0 0 24.67 0 5.19 4.44 2.54 16.35 13.2 0 101.2 10.21 16.73 0 40.52 0 0 4.07 0 18.83 0.23 0 0 30.93 0 0 0 0 0.22 0 0 0 0 0 42.43 36.01 0 1.35 0
ENSG00000146085 ENST00000274813.3_MUT-001 35.35 29.6 0 120.65 15.32 0 27.9 26.81 27.87 55.36 33.13 26.6 40.75 15.87 35.32 4.84 16.92 50.69 7.05 0 13.8 14.61 10.78 0.13 15.36 26.5 36.07 29.53 38.08 18.81 4.37 0 15.95 0 0 0 0 65.19 40.25 10.18 1.25 38.11 0 5.73 54.6 37.78 45.85 60.8 12.73 0 8.2 58.07 45.12 28.78 0 0 0 62.46 77.84 0.19 4.45 0.64 84.94 17.42 0
ENSG00000065308 ENST00000182527.3_TRAM2-001 0.06 8.58 0 2.02 2.12 0 2.35 6.89 0 0 0.52 0.28 3.4 0 0 4.36 8.56 0 2.6 1.24 3.7 2.27 9.52 0 0 0 2.78 1.74 5.28 0 8.17 0 4.05 5.7 0 0 0.14 29.35 0.37 17.95 5.48 0 17.65 0 1.88 0.69 0.21 0.06 0 0 1.28 0 0 1.33 0.14 11.42 0.07 0 0.05 0 7.82 0 18.65 0.25 0
